compound,grouping,MW,formula,CAS,C,H,O,N,n_Benz,Cl,S,F,Si,Br,I,Combust,MRF
"Cyclopentane, 1-ethyl-3-methyl-",1.1,112.21104,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"Hexane, 2-methyl-4-methylene-",1.55,112.21104,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"1-Heptene, 4-methyl-",1.55,112.212,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
Octene,1.5,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
1-Octene,1.5,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
2-Octene,1.5,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"3-Heptene, 4-methyl-",1.55,112.2126,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
3-Octene,1.55,112.2126,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
4-Octene,1.5,112.2126,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"Cyclohexane, 1,2-dimethyl-",1.1,112.2126,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"Cyclopentane, 1-ethyl-2-methyl-",1.1,112.2126,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"Cyclopentane, 1-ethyl-3-methyl-, cis-",1.1,112.2126,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"Heptane, 3-methylene-",1.55,112.2126,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"trans-4,4-Dimethyl-2-hexene",1.55,112.2126,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
Caprolactam,3.5,113.16,C6H11NO,,6,11,1,1,0,0,0,,,,,833.0,0.643
"Heptane, 4-methyl-",0.9,114.22,C8H18,,8,18,0,0,1,0,0,,,,,1233.0,1.113
"Heptane, 3-methyl",0.9,114.22672,C8H18,,8,18,0,0,0,0,0,,,,,1233.0,0.986
"Heptane, 3-methyl-",0.9,114.23,C8H18,,8,18,0,0,0,0,0,,,,,1233.0,0.986
"Hexane, 2,4-dimethyl-",0.9,114.23,C8H18,,8,18,0,0,0,0,0,,,,,1233.0,0.986
"Hexane, 2,5-dimethyl-",0.9,114.22672,C8H18,,8,18,0,0,0,0,0,,,,,1233.0,0.986
C8H18 iso-paraffins,0.9,114.23,C8H18,,8,18,0,0,0,0,0,,,,,1233.0,0.986
"Heptane, 2-methyl-",0.9,114.2285,C8H18,,8,18,0,0,0,0,0,,,,,1233.0,0.986
"Hexane, 3-ethyl-",0.9,114.2285,C8H18,,8,18,0,0,0,0,0,,,,,1233.0,0.986
Octane,1.0,114.23,C8H18,,8,18,0,0,0,0,0,,,,,1233.0,0.986
3-Methylphenlacetylene,2.0,116.16,C9H8,,9,8,0,0,1,0,0,,,,,1119.0,1.015
Indene,2.0,116.15902,C9H8,,9,8,0,0,1,0,0,,,,,1119.0,1.015
2-Methylphenylacetylene,2.0,116.1598,C9H8,,9,8,0,0,1,0,0,,,,,1119.0,1.015
"1-Propyne, 3-phenyl-",2.0,116.16,C9H8,,9,8,0,0,1,0,0,,,,,1119.0,1.015
(Z)-1-Phenylpropene,2.0,118.17,C9H10,,9,10,0,0,0,0,0,,,,,1162.0,0.925
Indane,2.0,118.1747,C9H10,,9,10,0,0,1,0,0,,,,,1162.0,1.052
α-Methylstyrene,2.0,118.1747,C9H10,,9,10,0,0,1,0,0,,,,,1162.0,1.052
"Benzene, 1-ethenyl-2-methyl-",2.0,118.18,C9H10,,9,10,0,0,1,0,0,,,,,1162.0,1.052
"Benzene, 1-ethenyl-3-methyl-",2.0,118.18,C9H10,,9,10,0,0,1,0,0,,,,,1162.0,1.052
"Benzene, 2-propenyl-",2.0,118.1757,C9H10,,9,10,0,0,1,0,0,,,,,1162.0,1.052
alpha-Methylstyrene,2.0,118.18,C9H10,,9,10,0,0,1,0,0,,,,,1162.0,1.052
"Benzene, 1,2,4-trimethyl-",2.0,120.19038,C9H12,,9,12,0,0,1,0,0,,,,,1206.0,1.089
"Benzene, 1-ethyl-3-methyl-",2.0,120.19038,C9H12,,9,12,0,0,1,0,0,,,,,1206.0,1.089
"Benzene, 1-ethyl-4-methyl-",2.0,120.19038,C9H12,,9,12,0,0,1,0,0,,,,,1206.0,1.089
"Benzene, (1-methylethyl)-",2.0,120.191,C9H12,,9,12,0,0,0,0,0,,,,,1206.0,0.962
Mesitylene,2.0,120.191,C9H12,,9,12,0,0,1,0,0,,,,,1206.0,1.089
"Benzene, 1,2,3-trimethyl-",2.0,120.1916,C9H12,,9,12,0,0,0,0,0,,,,,1206.0,0.962
"Benzene, 1,2,4-trimethyl- ",2.0,120.1916,C9H12,,9,12,0,0,0,0,0,,,,,1206.0,0.962
"Benzene, 1-ethyl-2-methyl-",2.0,120.19,C9H12,,9,12,0,0,1,0,0,,,,,1206.0,1.089
"Benzene, propyl-",2.0,120.19,C9H12,,9,12,0,0,1,0,0,,,,,1206.0,1.089
"Benzaldehyde, oxime, (Z)-",3.5,121.136, C7H7NO,,7,7,1,1,1,0,0,,,,,849.0,0.783
"1,7-Octadiene, 3-methylene-",1.7,122.20606,C9H14,,9,14,0,0,0,0,0,,,,,1250.0,1.0
"1,6-Dimethylhepta-1,3,5-triene",1.55,122.2075,C9H14,,9,14,0,0,0,0,0,,,,,1250.0,1.0
"1,8-Nonadiene",1.7,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclohexane, 1,3-dimethyl-2-methylene-",1.1,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclohexane, 2-propenyl-",1.1,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclohexene, 3,3,5-trimethyl-",1.1,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclohexene,3-propyl-",1.1,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
" Cyclohexene, 3,3,5-trimethyl-",1.1,124.22174,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"1,1-Dimethyl-4-methylenecyclohexane",1.1,124.22174,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"1,3-Heptadiene, 5,5-dimethyl-",1.55,124.22174,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"1,3-Hexadiene, 2,3,5-trimethyl-",1.55,124.22174,	C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
1-Methylcyclooctene,1.1,124.22174,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
1-Nonyne,1.5,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"2,4-Heptadiene, 2,4-dimethyl-",1.55,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"3-Octyne, 7-methyl-",1.55,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"cis-1,4-Dimethyl-2-methylenecyclohexane",1.1,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cycloheptene, 1,2-dimethyl-",1.1,124.22174,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclohexane, (1-methylethylidene)-",1.1,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclohexene,1-propyl-",1.1,124.22174,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclopentane, (2-methyl-1-propenyl)-",1.1,124.22,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclopentane, 1-methyl-2-(2-propenyl)-",1.1,124.22174,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclopentane, 2-ethylidene-1,1-dimethyl-",1.1,124.22174,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclopentane,1-methyl-2-(2-propenyl)-",1.1,124.22174,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
Nonadiene,1.7,124.22174,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclopentane, 1-methyl-2-(2-propenyl)-, trans-",1.1,124.223,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"Cyclopentene, 1-butyl-",1.1,124.223,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
C9H16,1.5,124.2233,C9H16,,9,16,0,0,0,0,0,,,,,1293.0,1.037
"2,4-Dimethyl-1-heptene",1.55,126.23,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
4-Nonene,1.5,126.23,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
C9H18 isomers,1.5,126.23,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
"Cyclohexane, 1-ethyl-2-methyl-",1.1,126.23,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
2-Nonene,1.5,126.23742,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
3-Nonene,1.5,126.24,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
C9 isoolefins,1.5,126.24,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
cis-2-Nonene,1.5,126.24,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
trans-7-Methyl-3-octene,1.55,126.23742,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
" Cyclohexane, 1,2,3-trimethyl-, (1α,2β,3α)-",1.1,126.2392,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
"1-Octene, 4-methyl-",1.55,126.2392,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
"3-Heptene, 2,6-dimethyl-",1.55,126.2392,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
"Cyclohexane, 1,2,4-trimethyl-",1.1,126.2392,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
"Cyclohexane, 1,2,4-trimethyl-, (1α,2β,4β)-",1.1,126.2392,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
"Cyclohexane, 1,3,5-trimethyl-",1.1,126.2392,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
"2,3-Dimethyl-3-heptene",1.55,126.24,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
7-Methyl-3-octene,1.55,126.24,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
1-Nonene,1.5,126.24,C9H18,,9,18,0,0,0,0,0,,,,,1337.0,1.075
"1H-Indene, 1-methylene-",2.0,128.16972,C10H8,,10,8,0,0,1,0,0,,,,,1222.0,1.103
"1H-Indene, 1-methylene",2.0,128.17,C10H8,,10,8,0,0,2,0,0,,,,,1222.0,1.23
Napthalene,2.2,128.1705,C10H8,,10,8,0,0,2,0,0,,,,,1222.0,1.23
C9H20,1.0,128.25,C9H20,,9,20,0,0,0,0,0,,,,,1381.0,1.112
C9 isoparaffins,0.9,128.2531,C9H20,,9,20,0,0,0,0,0,,,,,1381.0,1.112
C9H20 iso-paraffins,0.9,128.2531,C9H20,,9,20,0,0,0,0,0,,,,,1381.0,1.112
"Heptane, 2,5-dimethyl-",0.9,128.2551,C9H20,,9,20,0,0,0,0,0,,,,,1381.0,1.112
"Octane, 2-methyl-",0.9,128.2551,C9H20,,9,20,0,0,0,0,0,,,,,1381.0,1.112
"Octane, 4-methyl-",0.9,128.2551,C9H20,,9,20,0,0,0,0,0,,,,,1381.0,1.112
Nonane,1.0,128.26,C9H20,,9,20,0,0,0,0,0,,,,,1381.0,1.112
"1H-Indene, 3-methyl-",2.0,130.18,C10H10,,10,10,0,0,2,0,0,,,,,1266.0,1.268
"Benzene, 1-methyl-4-(1-propynyl)-",2.0,130.1854,C10H10,,10,10,0,0,1,0,0,,,,,1266.0,1.141
"1,4-Dihydronaphthalene",2.0,130.19,C10H10,,10,10,0,0,1,0,0,,,,,1266.0,1.141
"1H-Indene, 1-methyl-",2.0,130.1864,C10H10,,10,10,0,0,1,0,0,,,,,1266.0,1.141
2-Methylindene,2.0,130.1864,C10H10,,10,10,0,0,1,0,0,,,,,1266.0,1.141
"Naphthalene, 1,2-dihydro",2.2,130.1864,C10H10,,10,10,0,0,0,0,0,,,,,1266.0,1.014
"Naphthalene, 1,2-dihydro-",2.2,130.1864,C10H10,,10,10,0,0,1,0,0,,,,,1266.0,1.141
"1H-Indene, 2,3-dihydro-4-methyl-",2.0,132.2,C10H12,,10,12,0,0,1,0,0,,,,,1310.0,1.178
"Benzene, (1-methylenepropyl)-",2.0,132.2,C10H12,,10,12,0,0,1,0,0,,,,,1310.0,1.178
"Benzene, 1-methylenepropyl)-",2.0,132.2,C10H12,,10,12,0,0,1,0,0,,,,,1310.0,1.178
"Benzene, 3-butenyl-",2.0,132.2,C10H12,,10,12,0,0,1,0,0,,,,,1310.0,1.178
"Benzene, 4-ethenyl-1,2-dimethyl-",2.0,132.2,C10H12,,10,12,0,0,1,0,0,,,,,1310.0,1.178
"Indan, 1-methyl-",2.0,132.2,C10H12,,10,12,0,0,1,0,0,,,,,1310.0,1.178
"Naphthalene, 1,2,3,4-tetrahydro-",2.2,132.2,C10H12,,10,12,0,0,1,0,0,,,,,1310.0,1.178
"1H-Indene, 2,3-dihydro-5-methyl-",2.0,132.202,C10H12,,10,12,0,0,2,0,0,,,,,1310.0,1.305
"2,4-Dimethylstyrene",2.0,132.2023,C10H12,,10,12,0,0,1,0,0,,,,,1310.0,1.178
"Benzene, 1-ethenyl-3-ethyl-",2.0,132.2023,C10H12,,10,12,0,0,1,0,0,,,,,1310.0,1.178
"Benzene, 1-methyl-4-(1-methylethenyl)-",2.0,132.2,C10H12,,10,12,0,0,1,0,0,,,,,1310.0,1.178
"Benzene, 1-ethyl-2,3-dimethyl-",2.0,134.21,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, 1,3-diethyl-",2.0,134.22,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, 1-methyl-3-(1-methylethyl)-",2.0,134.22,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, 1-methyl-3-propyl-",2.0,134.21676,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, 2-ethyl-1,4-dimethyl-",2.0,134.22,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, 4-ethyl-1,2-dimethyl-",2.0,134.22,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, butyl-",2.0,134.21676,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, 1,2,4,5-tetramethyl-",2.0,134.218,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, 1,2-diethyl-",2.0,134.218,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, 1-ethyl-2,4-dimethyl-",2.0,134.218,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, n-butyl-",2.0,134.218,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"1,9-Decadiyne",1.5,134.2182,C10H14,,10,14,0,0,0,0,0,,,,,1353.0,1.089
"Benzene, 1,2,3,5-tetramethyl-",2.0,134.22,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, 1,4-diethyl-",2.0,134.2182,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"Benzene, 1-ethyl-3,5-dimethyl-",2.0,134.22,C10H14,,10,14,0,0,1,0,0,,,,,1353.0,1.216
"1,4,9-Decatriene",1.5,136.23,C10H16,,10,16,0,0,0,0,0,,,,,1397.0,1.126
3-Decen-1-yne,1.5,136.23,C10H16,,10,16,0,0,0,0,0,,,,,1397.0,1.126
"Bicyclo[2.2.1]heptane, 2,2-dimethyl-5-methylene-",1.1,136.23,C10H16,,10,16,0,0,0,0,0,,,,,1397.0,1.126
"1,4-Cyclohexadiene, 1-methyl-4-(1-methylethyl)-",1.1,136.234,C10H16,,10,16,0,0,0,0,0,,,,,1397.0,1.126
"1,3-Heptadiene, 3-ethyl-2-methyl-",1.55,138.24812,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"1,3-Hexadiene, 3-ethyl-2-methyl-",1.55,138.25,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"1,4-Hexadiene, 2,3,4,5-tetramethyl-",1.55,138.24812,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"1,4-Hexadiene, 3-ethyl-4,5-dimethyl-",1.55,138.24812,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"1,6-Octadiene, 5,7-dimethyl-",1.55,138.24812,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"Bicyclo[4.1.0]heptane, 3,7,7-trimethyl-, [1S-(1α,3β,6α)]-",1.1,138.25,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"Cyclohexane, 1-methyl-4-(1-methylethylidene)-",1.1,138.25,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"Cyclohexene, 3-methyl-6-(1-methylethyl)-",1.5,138.24812,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"Cyclohexene, 4-methyl-1-(1-methylethyl)-",1.1,138.25,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
Decadiene,1.7,138.24812,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
Ethylidenecyclooctane,1.1,138.24812,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"1,6-Octadiene, 3,7-dimethyl-",1.55,138.2499,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"1,6-Octadiene, 5,7-dimethyl-, (R)-",1.55,138.2499,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"1,9-Decadiene",1.7,138.2499,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
2-Decyne,1.5,138.2499,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"Cyclooctane, ethenyl-",1.1,138.2499,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"1,10-Decadiene",1.7,138.25,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"1,3-Hexadiene, 3-ethyl-2,5-dimethyl-",1.55,138.25,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
o-Menth-8-ene,1.1,138.25,C10H18,,10,18,0,0,0,0,0,,,,,1441.0,1.164
"2-Nonene, 3-methyl-",1.55,140.2638,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
"2-Octene, 4-ethyl-",1.55,140.2638,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
3-Decene,1.5,140.2638,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
3-Ethyl-3-octene,1.55,140.26,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
"3-Hexene, 3-ethyl-2,5-dimethyl-",1.55,140.2638,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
4-Decene,1.5,140.2638,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
5-Decene,1.55,140.2638,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
C10 isoolefins,1.5,140.26,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
C10H20 iso,1.5,140.2638,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
C10H20 linear,1.5,140.26,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
cis-3-Decene,1.5,140.26,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
"Cyclooctane, 1,5-dimethyl-2,6-bis(methylene)-",1.1,140.26,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
2-Decene,1.5,140.265,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
C10H20 isomers,1.5,140.265,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
1-Decene,1.5,140.27,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
"1-Octene, 2,6-dimethyl-",1.55,140.2658,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
"Nonane, 5-methylene-",0.9,140.2658,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
Decene,1.5,140.266,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
"1-Octene, 3,4-dimethyl-",1.55,140.27,C10H20,,10,20,0,0,0,0,0,,,,,1484.0,1.201
"Napthalene, 1-methyl-",2.2,142.0,C11H10,,11,10,0,0,0,0,0,,,,,1369.0,1.103
"1H-Indene, 1-ethylidene-",2.0,142.1961,C11H10,,11,10,0,0,1,0,0,,,,,1369.0,1.23
Benzocycloheptatriene,2.0,142.1961,C11H10,,11,10,0,0,1,0,0,,,,,1369.0,1.23
"Bicyclo[4.4.1]undeca-1,3,5,7,9-pentaene",2.2,142.1961,C11H10,,11,10,0,0,2,0,0,,,,,1369.0,1.357
"Naphthalene, 1-methyl-",2.2,142.1961,C11H10,,11,10,0,0,2,0,0,,,,,1369.0,1.357
"Naphthalene, 2-methyl-",2.2,142.1961,C11H10,,11,10,0,0,2,0,0,,,,,1369.0,1.357
C11H10,2.2,142.1971,C11H10,,11,10,0,0,2,0,0,,,,,1369.0,1.357
"Napthalene, 2-methyl-",2.0,142.2,C11H10,,11,10,0,0,2,0,0,,,,,1369.0,1.357
C10 isoparaffins,0.9,142.27948,	C10H22,,10,22,0,0,0,0,0,,,,,1528.0,1.238
C10H22 iso-paraffins,0.9,142.27948,	C10H22,,10,22,0,0,0,0,0,,,,,1528.0,1.238
"Heptane, 2,4,6-trimethyl-",0.9,142.27948,C10H22,,10,22,0,0,0,0,0,,,,,1528.0,1.238
"Octane, 3,5-dimethyl-",0.9,142.27948,C10H22,,10,22,0,0,0,0,0,,,,,1528.0,1.238
"Nonane, 2-methyl-",0.9,142.28,C10H22,,10,22,0,0,0,0,0,,,,,1528.0,1.238
Decane,1.0,142.28,C10H22,,10,22,0,0,0,0,0,,,,,1528.0,1.238
"Heptane, 2,3,5-trimethyl-",0.9,142.281,C10H22,,10,22,0,0,0,0,0,,,,,1528.0,1.238
"Nonane, 3-methyl-",0.9,142.281,C10H22,,10,22,0,0,0,0,0,,,,,1528.0,1.238
"Nonane, 4-methyl-",0.9,142.2817,C10H22,,10,22,0,0,0,0,0,,,,,1528.0,1.238
"Octane, 2,6-dimethyl-",0.9,142.2817,C10H22,,10,22,0,0,0,0,0,,,,,1528.0,1.238
"Naphthalene, 1,2-dihydro-4-methyl-",2.2,144.21,C11H12,,11,12,0,0,1,0,0,,,,,1413.0,1.267
"1H-Indene, 1,3-dimethyl-",2.0,144.213,C11H12,,11,12,0,0,1,0,0,,,,,1413.0,1.267
"Naphthalene, 1,2-dihydro-3-methyl-",2.2,144.213,C11H12,,11,12,0,0,2,0,0,,,,,1413.0,1.394
"Naphthalene, 1,2-dihydro-4-methyl- ",2.0,144.213,C11H12,,11,12,0,0,1,0,0,,,,,1413.0,1.267
"Benzene, (1-methylenebutyl)-",2.0,146.22,C11H14,,11,14,0,0,1,0,0,,,,,1457.0,1.304
"Benzene, (3-methyl-1-methylenepentyl)-",2.0,146.22,C11H14,,11,14,0,0,1,0,0,,,,,1457.0,1.304
"1H-Indene, 2,3-dihydro-1,2-dimethyl-",2.0,146.22746,C11H14,,11,14,0,0,0,0,0,,,,,1457.0,1.177
"1H-Indene, 2,3-dihydro-1,6-dimethyl-",2.0,146.23,C11H14,,11,14,0,0,1,0,0,,,,,1457.0,1.304
"1H-Indene, 2,3-dihydro-4,7-dimethyl-",2.0,146.23,C11H14,,11,14,0,0,1,0,0,,,,,1457.0,1.304
"2,2-Dimethylindene, 2,3-dihydro-",2.0,146.22746,C11H14,,11,14,0,0,1,0,0,,,,,1457.0,1.304
"2-Ethyl-2,3-dihydro-1H-indene",2.0,146.22746,C11H14,,11,14,0,0,1,0,0,,,,,1457.0,1.304
"Naphthalene, 1,2,3,4-tetrahydro-2-methyl-",2.2,146.23,C11H14,,11,14,0,0,1,0,0,,,,,1457.0,1.304
"Naphthalene, 1,2,3,4-tetrahydro-6-methyl-",2.2,146.23,C11H14,,11,14,0,0,1,0,0,,,,,1457.0,1.304
"Naphthalene, 1,2,3,4-tetrahydro-6-methyl ",2.0,146.22746,C11H14,,11,14,0,0,1,0,0,,,,,1457.0,1.304
"Benzene, (3-methyl-3-butenyl)-",2.0,146.228,C11H14,,11,14,0,0,0,0,0,,,,,1457.0,1.177
"Benzene, (1-methyl-3-butenyl)-",2.0,146.23,C11H14,,11,14,0,0,1,0,0,,,,,1457.0,1.304
trans-1-Phenyl-1-pentene,2.0,146.2289,C11H14,,11,14,0,0,0,0,0,,,,,1457.0,1.177
"Benzene, 1-ethyl-2,4,5-trimethyl- ",2.0,148.24,C11H16,,11,16,0,0,1,0,0,,,,,1500.0,1.342
"Benzene, (1-methylbutyl)-",2.0,148.24,C11H16,,11,16,0,0,1,0,0,,,,,1500.0,1.342
"Benzene, 1-methyl-4-(1-methylpropyl)-",2.0,148.24,C11H16,,11,16,0,0,1,0,0,,,,,1500.0,1.342
"Benzene, 1-methyl-4-(2-methylpropyl)-",2.0,148.24314,C11H16,,11,16,0,0,1,0,0,,,,,1500.0,1.342
"Benzene, pentyl-",2.0,148.24314,C11H16,,11,16,0,0,1,0,0,,,,,1500.0,1.342
C11H16 (MAR),2.0,148.24314,‎C11H16,,11,16,0,0,1,0,0,,,,,1500.0,1.342
"Benzene, 1,3-diethyl-5-methyl-",2.0,148.24,C11H16,,11,16,0,0,1,0,0,,,,,1500.0,1.342
"Benzene, 1-ethyl-2,4,5-trimethyl-",2.0,148.2447,C11H16,,11,16,0,0,2,0,0,,,,,1500.0,1.469
"Benzene, 1-methyl-4-butyl",2.0,148.2447,C11H16,,11,16,0,0,1,0,0,,,,,1500.0,1.342
"Benzene, 2,4-diethyl-1-methyl-",2.0,148.2447,C11H16,,11,16,0,0,0,0,0,,,,,1500.0,1.215
"Decane, 2-methyl-",0.9,148.2447,C11H16,,11,16,0,0,0,0,0,,,,,1500.0,1.215
1-Isopropenyl-3-propenylcyclopentane,1.1,150.25882,C11H18,,11,18,0,0,0,0,0,,,,,1544.0,1.252
"Naphthalene, 1,2,3,4,4a,5,6,7-octahydro-4a-methyl-",1.1,150.25882,	C11H18,,11,18,0,0,0,0,0,,,,,1544.0,1.252
trans-8-Ethyl-bicyclo[4.3.0]non-3-ene,1.1,150.26,C11H18,,11,18,0,0,0,0,0,,,,,1544.0,1.252
"Cyclohexene, 3-(3-methyl-1-butenyl)-",1.1,150.26,C11H18,,11,18,0,0,0,0,0,,,,,1544.0,1.252
"Naphthalene, 1,2,3,4,4a,5,6,7-octahydro-4a-methyl",1.1,150.26,C11H18,,11,18,0,0,0,0,0,,,,,1544.0,1.252
Biphenylene,2.2,152.1919,C12H8,,12,8,0,0,0,0,0,,,,,1429.0,1.154
"1,10-Undecadiene",1.7,152.2745,C11H20,,11,20,0,0,0,0,0,,,,,1588.0,1.29
"1,1--Undecadiene",1.7,152.2745,C11H20,,11,20,0,0,0,0,0,,,,,1588.0,1.29
Undecadiene,1.7,152.2745,C11H20,,11,20,0,0,0,0,0,,,,,1588.0,1.29
"1,7-Octadiene, 2,3,3-trimethyl-",1.55,152.28,	C11H20,,11,20,0,0,0,0,0,,,,,1588.0,1.29
" Naphthalene, 2-ethenyl-",2.3,154.2068,C12H10,,12,10,0,0,3,0,0,,,,,1473.0,1.572
Biphenyl,2.02,154.2068,C12H10,,12,10,0,0,2,0,0,,,,,1473.0,1.445
